dtype,group_size,zero_point,kv_e4m3,act_e4m3,input_length,output_length,e2e_latency,time_to_first_token,inter_token_latency
e4m3,,no,no,yes,2048,2048,25.602134088,0.126202518,0.012445553
e4m3,,no,yes,yes,256,256,2.539645738,0.027152438,0.009852903
e4m3,,no,yes,yes,256,512,5.082393867,0.027077728,0.009892933
e4m3,,no,yes,yes,256,1024,10.246921655,0.027166896,0.009989899
e4m3,,no,yes,yes,256,2048,20.810561320,0.027131966,0.010153237
e4m3,,no,yes,yes,512,256,2.574845742,0.041641980,0.009934558
e4m3,,no,yes,yes,512,512,5.138587510,0.041732029,0.009974092
e4m3,,no,yes,yes,512,1024,10.337026069,0.041630258,0.010063884
e4m3,,no,yes,yes,512,2048,20.972565600,0.041592980,0.010225019
e4m3,,no,yes,yes,1024,256,2.654322573,0.069288276,0.010137316
e4m3,,no,yes,yes,1024,512,5.260249631,0.069407417,0.010158304
e4m3,,no,yes,yes,1024,1024,10.538777090,0.069238511,0.010233843
e4m3,,no,yes,yes,1024,2048,21.326619036,0.069324661,0.010384724
e4m3,,no,yes,yes,2048,256,2.797423809,0.128990634,0.010464922
e4m3,,no,yes,yes,2048,512,5.487629746,0.128783847,0.010487014
e4m3,,no,yes,yes,2048,1024,10.926855173,0.128895255,0.010555185
e4m3,,no,yes,yes,2048,2048,22.044550427,0.128974878,0.010706219
int4,128,yes,no,yes,256,256,1.350426033,0.018119885,0.005224281
int4,128,yes,no,yes,256,512,2.751892515,0.018011384,0.005350305
int4,128,yes,no,yes,256,1024,5.743567569,0.018150548,0.005596269
int4,128,yes,no,yes,256,2048,12.463060439,0.018273760,0.006079622
int4,128,yes,no,yes,512,256,1.426287839,0.030999247,0.005471964
int4,128,yes,no,yes,512,512,2.889205910,0.030972052,0.005593282
int4,128,yes,no,yes,512,1024,6.003825068,0.030955676,0.005838560
int4,128,yes,no,yes,512,2048,12.975410173,0.031190088,0.006323546
int4,128,yes,no,yes,1024,256,1.578491939,0.058246536,0.005960988
int4,128,yes,no,yes,1024,512,3.166191535,0.058229512,0.006082062
int4,128,yes,no,yes,1024,1024,6.528487446,0.058166796,0.006324805
int4,128,yes,no,yes,1024,2048,13.994852118,0.058420418,0.006808148
int4,128,yes,no,yes,2048,256,1.884433890,0.117508072,0.006929273
int4,128,yes,no,yes,2048,512,3.720622828,0.117449054,0.007051013
int4,128,yes,no,yes,2048,1024,7.577797825,0.117437286,0.007292746
int4,128,yes,no,yes,2048,2048,16.027711045,0.117601974,0.007772456
int4,128,yes,yes,yes,256,256,1.325354692,0.019142345,0.005120953
int4,128,yes,yes,yes,256,512,2.656596977,0.019208418,0.005161067
int4,128,yes,yes,yes,256,1024,5.381728668,0.019324040,0.005241724
int4,128,yes,yes,yes,256,2048,11.044696853,0.019259246,0.005386121
int4,128,yes,yes,yes,512,256,1.356684599,0.031855499,0.005195665
int4,128,yes,yes,yes,512,512,2.705309706,0.031989699,0.005231957
int4,128,yes,yes,yes,512,1024,5.469119670,0.031956064,0.005314806
int4,128,yes,yes,yes,512,2048,11.206780508,0.031994527,0.005459127
int4,128,yes,yes,yes,1024,256,1.430984149,0.059409326,0.005377422
int4,128,yes,yes,yes,1024,512,2.816653576,0.059391508,0.005395561
int4,128,yes,yes,yes,1024,1024,5.642387884,0.059690880,0.005456972
int4,128,yes,yes,yes,1024,2048,11.524776787,0.059422072,0.005600995
int4,128,yes,yes,yes,2048,256,1.566468123,0.120174291,0.005672137
int4,128,yes,yes,yes,2048,512,3.026307162,0.119601276,0.005687998
int4,128,yes,yes,yes,2048,1024,5.997852234,0.120160120,0.005745331
int4,128,yes,yes,yes,2048,2048,12.172311658,0.120046619,0.005887434
int4,128,no,no,yes,256,256,1.338788332,0.017146321,0.005183132
int4,128,no,no,yes,256,512,2.732709965,0.017291160,0.005310234
int4,128,no,no,yes,256,1024,5.700842783,0.017440410,0.005555505
int4,128,no,no,yes,256,2048,12.375596005,0.017400406,0.006037129
int4,128,no,no,yes,512,256,1.414931038,0.029758891,0.005431581
int4,128,no,no,yes,512,512,2.867765840,0.029739428,0.005554014
int4,128,no,no,yes,512,1024,5.961561849,0.029731056,0.005798587
int4,128,no,no,yes,512,2048,12.890616780,0.029597661,0.006282836
int4,128,no,no,yes,1024,256,1.565677077,0.055947710,0.005919888
int4,128,no,no,yes,1024,512,3.142845342,0.056159876,0.006040639
int4,128,no,no,yes,1024,1024,6.484079586,0.056053979,0.006283637
int4,128,no,no,yes,1024,2048,13.909521708,0.056103034,0.006767608
int4,128,no,no,yes,2048,256,1.870071696,0.113397278,0.006888922
int4,128,no,no,yes,2048,512,3.695687663,0.113303488,0.007010222
int4,128,no,no,yes,2048,1024,7.532920416,0.113577848,0.007252763
int4,128,no,no,yes,2048,2048,15.941174462,0.113646736,0.007731651
int4,128,no,yes,yes,256,256,1.312951704,0.018795688,0.005073942
int4,128,no,yes,yes,256,512,2.631468439,0.018548355,0.005113444
int4,128,no,yes,yes,256,1024,5.336079909,0.018588491,0.005197556
int4,128,no,yes,yes,256,2048,10.954216735,0.018750578,0.005342089
int4,128,no,yes,yes,512,256,1.344298124,0.030901648,0.005150010
int4,128,no,yes,yes,512,512,2.681158036,0.030862670,0.005186188
int4,128,no,yes,yes,512,1024,5.421905084,0.030906940,0.005269950
int4,128,no,yes,yes,512,2048,11.114645729,0.030798156,0.005414589
int4,128,no,yes,yes,1024,256,1.417462157,0.057548115,0.005332781
int4,128,no,yes,yes,1024,512,2.792713268,0.057530915,0.005352333
int4,128,no,yes,yes,1024,1024,5.595650613,0.057464426,0.005413663
int4,128,no,yes,yes,1024,2048,11.435324909,0.057597291,0.005558226
int4,128,no,yes,yes,2048,256,1.550982321,0.115716802,0.005628451
int4,128,no,yes,yes,2048,512,3.000521759,0.115976756,0.005644426
int4,128,no,yes,yes,2048,1024,5.949214157,0.116108239,0.005701862
int4,128,no,yes,yes,2048,2048,12.078358611,0.115896618,0.005843874
int4,64,yes,no,yes,256,256,1.385753304,0.018549200,0.005361028
int4,64,yes,no,yes,256,512,2.823179970,0.018706420,0.005487918
int4,64,yes,no,yes,256,1024,5.881955611,0.018583689,0.005731562
int4,64,yes,no,yes,256,2048,12.744488508,0.018904500,0.006216578
int4,64,yes,no,yes,512,256,1.463128043,0.032088049,0.005611279
int4,64,yes,no,yes,512,512,2.961252647,0.031911828,0.005732724
int4,64,yes,no,yes,512,1024,6.145017164,0.031809814,0.005975305
int4,64,yes,no,yes,512,2048,13.253787158,0.031966971,0.006459122
int4,64,yes,no,yes,1024,256,1.614971774,0.060092090,0.006097549
int4,64,yes,no,yes,1024,512,3.237380298,0.060050750,0.006217871
int4,64,yes,no,yes,1024,1024,6.668611553,0.060136069,0.006459929
int4,64,yes,no,yes,1024,2048,14.274823237,0.060100181,0.006944173
int4,64,yes,no,yes,2048,256,1.922660135,0.120984700,0.007065006
int4,64,yes,no,yes,2048,512,3.793363407,0.121119058,0.007186342
int4,64,yes,no,yes,2048,1024,7.721574219,0.121384507,0.007429333
int4,64,yes,no,yes,2048,2048,16.309937697,0.121379772,0.007908453
int4,64,yes,yes,yes,256,256,1.359268473,0.019519044,0.005252149
int4,64,yes,yes,yes,256,512,2.724450300,0.019690556,0.005292899
int4,64,yes,yes,yes,256,1024,5.518552201,0.019539990,0.005375185
int4,64,yes,yes,yes,256,2048,11.317433564,0.019588273,0.005519159
int4,64,yes,yes,yes,512,256,1.392162718,0.032938180,0.005329075
int4,64,yes,yes,yes,512,512,2.774669543,0.032959379,0.005365554
int4,64,yes,yes,yes,512,1024,5.606319683,0.032970319,0.005448110
int4,64,yes,yes,yes,512,2048,11.479141504,0.032900115,0.005591720
int4,64,yes,yes,yes,1024,256,1.466731019,0.061491014,0.005510660
int4,64,yes,yes,yes,1024,512,2.887760878,0.061355637,0.005530597
int4,64,yes,yes,yes,1024,1024,5.781350933,0.061667887,0.005591097
int4,64,yes,yes,yes,1024,2048,11.801469477,0.061437853,0.005735353
int4,64,yes,yes,yes,2048,256,1.603760045,0.123665700,0.005804816
int4,64,yes,yes,yes,2048,512,3.098552067,0.123709738,0.005821472
int4,64,yes,yes,yes,2048,1024,6.138845114,0.124039939,0.005879352
int4,64,yes,yes,yes,2048,2048,12.451078778,0.123641608,0.006022610
int4,64,no,no,yes,256,256,1.365237162,0.017796619,0.005284035
int4,64,no,no,yes,256,512,2.781523865,0.017800385,0.005409184
int4,64,no,no,yes,256,1024,5.806152470,0.017946575,0.005657839
int4,64,no,no,yes,256,2048,12.591605995,0.018029897,0.006142369
int4,64,no,no,yes,512,256,1.442697093,0.030964674,0.005535873
int4,64,no,no,yes,512,512,2.921376865,0.030954363,0.005656137
int4,64,no,no,yes,512,1024,6.067918420,0.030913543,0.005901159
int4,64,no,no,yes,512,2048,13.100229496,0.030920694,0.006384513
int4,64,no,no,yes,1024,256,1.593688671,0.058100097,0.006022176
int4,64,no,no,yes,1024,512,3.197136888,0.058131179,0.006143039
int4,64,no,no,yes,1024,1024,6.590737445,0.058131952,0.006385746
int4,64,no,no,yes,1024,2048,14.119455114,0.058228374,0.006869050
int4,64,no,no,yes,2048,256,1.899880499,0.117319807,0.006990535
int4,64,no,no,yes,2048,512,3.751356564,0.117066253,0.007112128
int4,64,no,no,yes,2048,1024,7.640682444,0.117280843,0.007354440
int4,64,no,no,yes,2048,2048,16.151682463,0.117427610,0.007833216
int4,64,no,yes,yes,256,256,1.340753732,0.019179543,0.005177833
int4,64,no,yes,yes,256,512,2.685301451,0.019006757,0.005218147
int4,64,no,yes,yes,256,1024,5.442266610,0.019179119,0.005300708
int4,64,no,yes,yes,256,2048,11.165697996,0.018980915,0.005445408
int4,64,no,yes,yes,512,256,1.371701425,0.031799339,0.005254693
int4,64,no,yes,yes,512,512,2.735373106,0.031697970,0.005290567
int4,64,no,yes,yes,512,1024,5.528669564,0.031658072,0.005373292
int4,64,no,yes,yes,512,2048,11.326755419,0.031851709,0.005517761
int4,64,no,yes,yes,1024,256,1.445893560,0.059573224,0.005436282
int4,64,no,yes,yes,1024,512,2.847316913,0.059487188,0.005455893
int4,64,no,yes,yes,1024,1024,5.702854522,0.059511818,0.005516411
int4,64,no,yes,yes,1024,2048,11.647823241,0.059567090,0.005661141
int4,64,no,yes,yes,2048,256,1.581582407,0.119985074,0.005731881
int4,64,no,yes,yes,2048,512,3.056934262,0.120125575,0.005747102
int4,64,no,yes,yes,2048,1024,6.059278626,0.120106660,0.005805305
int4,64,no,yes,yes,2048,2048,12.293580854,0.120309182,0.005946811
int4,32,yes,no,yes,256,256,1.458263025,0.019670542,0.005641364
int4,32,yes,no,yes,256,512,2.967499962,0.019749360,0.005768621
int4,32,yes,no,yes,256,1024,6.171047337,0.019907422,0.006012919
int4,32,yes,no,yes,256,2048,13.319152154,0.019853400,0.006497068
int4,32,yes,no,yes,512,256,1.536623862,0.034295719,0.005891481
int4,32,yes,no,yes,512,512,3.107252235,0.034304272,0.006013363
int4,32,yes,no,yes,512,1024,6.434009679,0.034386273,0.006255640
int4,32,yes,no,yes,512,2048,13.830264378,0.034349648,0.006739556
int4,32,yes,no,yes,1024,256,1.690500235,0.064367315,0.006376843
int4,32,yes,no,yes,1024,512,3.384757513,0.064346371,0.006497817
int4,32,yes,no,yes,1024,1024,6.959220445,0.064333145,0.006739826
int4,32,yes,no,yes,1024,2048,14.852782276,0.064514579,0.007224286
int4,32,yes,no,yes,2048,256,2.002619592,0.129613345,0.007345239
int4,32,yes,no,yes,2048,512,3.944944441,0.129408693,0.007466926
int4,32,yes,no,yes,2048,1024,8.015521910,0.129631665,0.007708647
int4,32,yes,no,yes,2048,2048,16.890660433,0.129855117,0.008188041
int4,32,yes,yes,yes,256,256,1.431516858,0.020826815,0.005532010
int4,32,yes,yes,yes,256,512,2.869685562,0.020896394,0.005574647
int4,32,yes,yes,yes,256,1024,5.806028727,0.020934472,0.005654926
int4,32,yes,yes,yes,256,2048,11.892071845,0.021157818,0.005799091
int4,32,yes,yes,yes,512,256,1.465891665,0.035370406,0.005609921
int4,32,yes,yes,yes,512,512,2.920330947,0.035250073,0.005646018
int4,32,yes,yes,yes,512,1024,5.895938726,0.035444347,0.005728851
int4,32,yes,yes,yes,512,2048,12.056477504,0.035520567,0.005872440
int4,32,yes,yes,yes,1024,256,1.542498989,0.065806147,0.005791415
int4,32,yes,yes,yes,1024,512,3.035032602,0.065719983,0.005810705
int4,32,yes,yes,yes,1024,1024,6.072733819,0.065778160,0.005871890
int4,32,yes,yes,yes,1024,2048,12.380056994,0.065688074,0.006015800
int4,32,yes,yes,yes,2048,256,1.684028720,0.132107014,0.006086108
int4,32,yes,yes,yes,2048,512,3.249918684,0.132150840,0.006101617
int4,32,yes,yes,yes,2048,1024,6.433036340,0.132539080,0.006159140
int4,32,yes,yes,yes,2048,2048,13.028063515,0.132413313,0.006299895
int4,32,no,no,yes,256,256,1.428138206,0.019564835,0.005523745
int4,32,no,no,yes,256,512,2.907818496,0.019519670,0.005652294
int4,32,no,no,yes,256,1024,6.050625639,0.019577527,0.005895483
int4,32,no,no,yes,256,2048,13.078525428,0.019719366,0.006379423
int4,32,no,no,yes,512,256,1.506944094,0.034716718,0.005773434
int4,32,no,no,yes,512,512,3.047325734,0.034497354,0.005895563
int4,32,no,no,yes,512,1024,6.313468201,0.034490291,0.006137785
int4,32,no,no,yes,512,2048,13.589093752,0.034598898,0.006621636
int4,32,no,no,yes,1024,256,1.661353877,0.065252382,0.006259185
int4,32,no,no,yes,1024,512,3.325176397,0.065172506,0.006379957
int4,32,no,no,yes,1024,1024,6.839390738,0.065285742,0.006622011
int4,32,no,no,yes,1024,2048,14.613266429,0.065320637,0.007106798
int4,32,no,no,yes,2048,256,1.974398965,0.131507847,0.007226965
int4,32,no,no,yes,2048,512,3.886126559,0.131282048,0.007348283
int4,32,no,no,yes,2048,1024,7.896244900,0.131241925,0.007590325
int4,32,no,no,yes,2048,2048,16.651175844,0.131177954,0.008070319
int4,32,no,yes,yes,256,256,1.401681116,0.020803099,0.005415139
int4,32,no,yes,yes,256,512,2.809489425,0.020845834,0.005457064
int4,32,no,yes,yes,256,1024,5.686816012,0.020957896,0.005538531
int4,32,no,yes,yes,256,2048,11.653500287,0.020944284,0.005682660
int4,32,no,yes,yes,512,256,1.435927004,0.035581414,0.005491480
int4,32,no,yes,yes,512,512,2.861025395,0.035405967,0.005529716
int4,32,no,yes,yes,512,1024,5.775014292,0.035520634,0.005610547
int4,32,no,yes,yes,512,2048,11.815304734,0.035689104,0.005754594
int4,32,no,yes,yes,1024,256,1.513210671,0.066366013,0.005673751
int4,32,no,yes,yes,1024,512,2.975783732,0.066482393,0.005693465
int4,32,no,yes,yes,1024,1024,5.952508708,0.066364480,0.005753808
int4,32,no,yes,yes,1024,2048,12.138867809,0.066474434,0.005897648
int4,32,no,yes,yes,2048,256,1.655727251,0.133951630,0.005968184
int4,32,no,yes,yes,2048,512,3.191664383,0.133917699,0.005983764
int4,32,no,yes,yes,2048,1024,6.315122668,0.134020753,0.006041873
int4,32,no,yes,yes,2048,2048,12.791702418,0.134070510,0.006183577
